Trans. Date,Post Date,Description,Amount,Category
09/01/2019,09/01/2019,"PAPA MURPHY'S KS020 OLO 913-764-0500 KS",13.67,"Restaurants"
09/02/2019,09/02/2019,"CASEYS OLATHE OLATHE KS",24.62,"Gasoline"
09/02/2019,09/02/2019,"CHEWY.COM 800-672-4399 FLPMT-175845585",66.33,"Merchandise"
09/02/2019,09/02/2019,"PETLAND - OVERLAND PARK OVERLAND PARKKS",38.17,"Merchandise"
09/02/2019,09/02/2019,"WWW.KOHLS.COM #0873 MIDDLETOWN OH",13.59,"Department Stores"
09/03/2019,09/03/2019,"AMAZON WEB SERVICES AWS.AMAZON.COWA3YVUNQKWB06",0.80,"Services"
09/03/2019,09/03/2019,"OLD NAVY ON-LINE GROVEPORT OH",114.68,"Merchandise"
09/03/2019,09/03/2019,"TARGET OLATHE KS",33.64,"Supermarkets"
09/03/2019,09/03/2019,"TARGET OVERLAND PARKKS",24.95,"Supermarkets"
09/04/2019,09/04/2019,"AMZN MKTP US*WW2CG9NC3 AMZN.COM/BILLWA15VMC4ZWMM7",10.81,"Merchandise"
09/04/2019,09/04/2019,"CHICK-FIL-A #01975 OVERLAND PARKKS",8.37,"Restaurants"
09/04/2019,09/04/2019,"DSW. 866-379-7463 OHDSW.",35.57,"Merchandise"
09/04/2019,09/04/2019,"HY-VEE OLATHE 1463 OLATHE KS",35.48,"Supermarkets"
09/04/2019,09/04/2019,"OLD NAVY ON-LINE GROVEPORT OH",13.68,"Merchandise"
09/05/2019,09/05/2019,"DSW. 866-379-7463 OHDSW.",27.36,"Merchandise"
09/05/2019,09/05/2019,"HY-VEE GAS OV PK 5509 OVERLAND PARKKS",37.30,"Gasoline"
09/05/2019,09/05/2019,"PAC*PARAMOUNTACCEPTANC 800-748-4949 UTRC35177505",53.46,"Travel/ Entertainment"
09/05/2019,09/05/2019,"PRIME VIDEO*MO8RN8M10 888-802-3080 WA5HL3BAPTUCO",1.99,"Merchandise"
09/05/2019,09/05/2019,"SCHEELS OVERLAND PARK OVERLAND PARKKS",3.87,"Merchandise"
09/05/2019,09/05/2019,"SCHEELS OVERLAND PARK OVERLAND PARKKS",44.23,"Merchandise"
09/05/2019,09/05/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",30.35,"Supermarkets"
09/06/2019,09/06/2019,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0PZ0SHR",1.99,"Merchandise"
09/06/2019,09/06/2019,"KULTURE KURRY OVERLAND PARKKS",20.00,"Restaurants"
09/06/2019,09/06/2019,"ONCE UPON A CHLD#21068 OVERLAND PARKKS00639R",6.55,"Merchandise"
09/06/2019,09/06/2019,"PRIDE CLEANERS #47 OVERLAND PARKKS",99.56,"Services"
09/06/2019,09/06/2019,"PRIME VIDEO*LW1ZI84Z3 888-802-3080 WA41IMIMQK90O",1.99,"Merchandise"
09/07/2019,09/07/2019,"PRIME VIDEO*MO8D01UX1 888-802-3080 WA3A7IZHLYAH3",1.99,"Merchandise"
09/08/2019,09/08/2019,"CASEYS OLATHE OLATHE KS",25.47,"Gasoline"
09/08/2019,09/08/2019,"LAMARS DONUTS KU OVERLAND PARKKS",8.04,"Restaurants"
09/08/2019,09/08/2019,"NORTH KANSAS LEAWOOD KS",38.68,"Restaurants"
09/08/2019,09/08/2019,"WAL-MART SC - #0577 OLATHE KS",51.35,"Merchandise"
09/08/2019,09/11/2019,"WAL-MART SC - #0577 OLATHE KS",-6.54,"Payments and Credits"
09/09/2019,09/09/2019,"AMAZON PRIME AMZN.COM/BILLWA7IBSDHDR8JI",12.99,"Merchandise"
09/09/2019,09/09/2019,"CHICK-FIL-A #01846 OLATHE KS",10.15,"Restaurants"
09/09/2019,09/09/2019,"PRIME VIDEO*MO4345690 888-802-3080 WA2KDMWAUUTC8",1.99,"Merchandise"
09/09/2019,09/09/2019,"PRIME VIDEO*MO49M16T0 888-802-3080 WA676TZE5ZADY",1.99,"Merchandise"
09/10/2019,09/10/2019,"PRIME VIDEO*LI8T09673 888-802-3080 WA3VW1G4OZ8NS",1.99,"Merchandise"
09/10/2019,09/10/2019,"WAL-MART SC - #0577 OLATHE KS",70.33,"Merchandise"
09/11/2019,09/11/2019,"AMAZON.COM*CP0JJ4303 AMZN.COM/BILLWA2LXR2Y249OG",7.71,"Merchandise"
09/11/2019,09/11/2019,"AMZN MKTP US*490DZ4CI3 AMZN.COM/BILLWA2R8WL7FBFEF",10.68,"Merchandise"
09/11/2019,09/11/2019,"AMZN MKTP US*8G0LJ4SU3 AMZN.COM/BILLWA6BPCI0UPWU0",11.00,"Merchandise"
09/11/2019,09/11/2019,"AMZN MKTP US*HR48445X3 AMZN.COM/BILLWA300Z105U0WL",20.99,"Merchandise"
09/12/2019,09/12/2019,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
09/12/2019,09/12/2019,"HY-VEE OLATHE 1463 OLATHE KS",11.00,"Supermarkets"
09/12/2019,09/12/2019,"HY-VEE OLATHE 1463 OLATHE KS",13.07,"Supermarkets"
09/13/2019,09/13/2019,"AMZN MKTP US*3J1GV5RM3 AMZN.COM/BILLWA4WXJH5Z31ED",49.48,"Merchandise"
09/13/2019,09/13/2019,"IN *KCCAT 913-6498820 KSANJPLVH9",100.00,"Medical Services"
09/13/2019,09/13/2019,"INTERNET PAYMENT - THANK YOU",-1233.75,"Payments and Credits"
09/14/2019,09/14/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",26.98,"Merchandise"
09/14/2019,09/14/2019,"PRIME VIDEO*ET7EE7Z83 888-802-3080 WA3CW31YIAKDB",1.99,"Merchandise"
09/14/2019,09/14/2019,"TARGET OVERLAND PARKKS",15.23,"Supermarkets"
09/14/2019,09/14/2019,"TRAVEL CLEAN 100 OVERLAND PARKKS",8.75,"Automotive"
09/16/2019,09/17/2019,"AUDIBLE US*CP3R07AH3 888-283-5051 NJ3SJ0HMTD1R9",14.95,"Merchandise"
09/16/2019,09/17/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
09/16/2019,09/17/2019,"CLOTHES MENTOR OVERLAND OVERLAND PARKKS",2.78,"Merchandise"
09/16/2019,09/17/2019,"OLD NAVY ON-LINE GROVEPORT OH",17.48,"Merchandise"
09/16/2019,09/17/2019,"QVC*650113656601* 800-367-9444 PA6501136566-669855808",26.13,"Merchandise"
09/16/2019,09/17/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",51.15,"Supermarkets"
09/17/2019,09/17/2019,"MARSHALLS #0609 OLATHE KS",121.48,"Merchandise"
09/17/2019,09/17/2019,"TARGET OLATHE KS",27.24,"Supermarkets"
09/18/2019,09/18/2019,"CLOCK TOWER BAKERY OVERLAND PARKKS",4.91,"Restaurants"
09/18/2019,09/18/2019,"MCDONALD'S F19725 OLATHE KS",3.04,"Restaurants"
09/18/2019,09/18/2019,"PRIME VIDEO*HF76S8L83 888-802-3080 WA5AGRFCB8K2C",19.99,"Merchandise"
09/19/2019,09/19/2019,"STAR FUEL CENTERS 443 OVERLAND PARKKS",45.69,"Gasoline"
09/19/2019,09/19/2019,"SW AIR DALLAS TX",275.96,"Travel/ Entertainment"
09/20/2019,09/20/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",28.00,"Restaurants"
09/21/2019,09/21/2019,"KANSAS CITY SCIENCE CT KANSAS CITY MO1203000118051909211047",58.00,"Merchandise"
09/22/2019,09/22/2019,"AT&T M917 8238 OLATHE KS",78.52,"Services"
09/22/2019,09/22/2019,"CASEYS OLATHE OLATHE KS",5.23,"Gasoline"
09/23/2019,09/23/2019,"HOMEGOODS #0771 OVERLAND PARKKS",25.42,"Merchandise"
09/23/2019,09/23/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",78.61,"Supermarkets"
09/23/2019,09/23/2019,"WALGREENS #9424 OVERLAND PARKKS",4.17,"Merchandise"
09/24/2019,09/24/2019,"AMZN MKTP US*X45328BF3 AMZN.COM/BILLWA7F08RYJ1WZ6",18.99,"Merchandise"
09/24/2019,09/24/2019,"APL*ITUNES.COM/BILL 866-712-7753 CAMSSD25GN80A0",0.99,"Merchandise"
09/24/2019,09/24/2019,"HEN HOUSE #33 OVERLAND PARKKS",21.80,"Supermarkets"
09/24/2019,09/24/2019,"JIMMY JOHNS - 1471 OVERLAND PARKKS",7.63,"Restaurants"
09/24/2019,09/24/2019,"TRADER JOE'S #720 QPS KANSAS CITY MO",60.58,"Supermarkets"
09/25/2019,09/25/2019,"ALDI 46095 OLATHE KS",31.56,"Supermarkets"
09/26/2019,09/26/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
09/26/2019,09/26/2019,"HEN HOUSE #33 OVERLAND PARKKS",17.19,"Supermarkets"
09/27/2019,09/27/2019,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-23.67,"Awards and Rebate Credits"
09/27/2019,09/27/2019,"INTERNET PAYMENT - THANK YOU",-1248.10,"Payments and Credits"
09/27/2019,09/27/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",5.58,"Restaurants"
09/28/2019,09/28/2019,"CASEYS OLATHE OLATHE KS",37.38,"Gasoline"
09/28/2019,09/28/2019,"HY-VEE OLATHE 1463 OLATHE KS",74.90,"Supermarkets"
09/28/2019,09/28/2019,"MARSHALLS #0609 OLATHE KS",22.08,"Merchandise"
09/28/2019,09/28/2019,"PRIME VIDEO*0Y2LU7Y73 888-802-3080 WA3DLBT5IGUCJ",1.99,"Merchandise"
09/28/2019,09/28/2019,"TARGET OLATHE KS",24.41,"Supermarkets"
09/28/2019,09/28/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.62,"Restaurants"
09/29/2019,09/29/2019,"CASEYS OLATHE OLATHE KS",40.15,"Gasoline"
09/29/2019,09/29/2019,"JOSE PEPPERS OLATHE OLATHE KS",40.88,"Restaurants"
09/29/2019,09/29/2019,"PRIME VIDEO*XU40D4WO3 888-802-3080 WA2CLBV0C8AEL",1.99,"Merchandise"
09/29/2019,09/29/2019,"SQ *GIERINGER'S FAMILY EDGERTON KS0002305843012482195853",6.48,"Merchandise"
09/29/2019,09/29/2019,"SQ *GIERINGER'S FAMILY EDGERTON KS0001152921508811801153",43.19,"Merchandise"
09/30/2019,09/30/2019,"ALDI 46051 OVERLAND PAR KS",38.49,"Supermarkets"
09/30/2019,09/30/2019,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",15.99,"Services"
10/01/2019,10/01/2019,"BILLIE, INC. 888-820-7422 NY",9.86,"Services"
10/01/2019,10/01/2019,"BLUE VALLEY SCHOOLS 913-2394016 KS",150.00,"Education"
10/01/2019,10/01/2019,"DAIRY QUEEN #11581 OLATHE KS",7.20,"Restaurants"
10/01/2019,10/01/2019,"IPSY *GLAM BAG HELP.IPSY.COMCA0081NSV1",25.00,"Merchandise"
10/02/2019,10/02/2019,"JANE, LLC 801-382-8585 UT",18.59,"Merchandise"
10/02/2019,10/02/2019,"WAL-MART SC - #3273 OVERLAND PARKKSCASHOVER $ 40.00 PURCHASES $ 22.46",62.46,"Merchandise"
10/02/2019,10/02/2019,"ZOES KITCHEN LEAWOOD KS00265R",10.79,"Restaurants"
10/03/2019,10/03/2019,"AMAZON WEB SERVICES AWS.AMAZON.COWA63YDQM1PM6D",0.80,"Services"
10/03/2019,10/03/2019,"TARGET OVERLAND PARKKS",24.82,"Supermarkets"
10/04/2019,10/04/2019,"ALDI 46095 OLATHE KS",85.54,"Supermarkets"
10/04/2019,10/04/2019,"ARBOR CREEK ACE HDWE OLATHE KS",16.39,"Home Improvement"
10/04/2019,10/04/2019,"CHICO'S/SOMA-DIRECT #080 FORT MYERS FL",32.37,"Merchandise"
10/04/2019,10/04/2019,"HY-VEE OLATHE 1463 OLATHE KS",2.18,"Supermarkets"
10/04/2019,10/04/2019,"SMITTYS WINE AND SPIRITS OVERLAND PARKKS",53.98,"Merchandise"
10/05/2019,10/05/2019,"CIDER HILL FAMILY ORCHAR KANSAS CITY KS",1.09,"Supermarkets"
10/05/2019,10/05/2019,"CIDER HILL FAMILY ORCHAR KANSAS CITY KS",13.09,"Supermarkets"
10/05/2019,10/05/2019,"MCDONALD'S F19725 OLATHE KS",8.63,"Restaurants"
10/05/2019,10/05/2019,"PAC*PARAMOUNTACCEPTANC 800-748-4949 UTRC35907462",53.46,"Travel/ Entertainment"
10/05/2019,10/05/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",14.00,"Restaurants"
10/05/2019,10/05/2019,"SQ *REVOCUP SOUTH OVERLAND PARKKS0002305843012494976485",3.82,"Restaurants"
10/06/2019,10/06/2019,"AMZN MKTP US*DP3B40CM3 AMZN.COM/BILLWA1LE8206M542",32.83,"Merchandise"
10/06/2019,10/06/2019,"CHARLIES CAR WASH #6 OLATHE KS",8.76,"Automotive"
10/06/2019,10/06/2019,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0PYESSP",1.99,"Merchandise"
10/06/2019,10/06/2019,"MINIT MART EG 772 OLATHE KS",5.46,"Gasoline"
10/06/2019,10/06/2019,"MINIT MART EG 772 OLATHE KS",37.83,"Gasoline"
10/06/2019,10/06/2019,"OP FARMSTEAD OVERLAND PARKKS",32.00,"Services"
10/06/2019,10/06/2019,"STARBUCKS STORE 11626 OLATHE KS713878",6.46,"Restaurants"
10/06/2019,10/06/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",44.49,"Supermarkets"
10/07/2019,10/07/2019,"OLD NAVY ON-LINE GROVEPORT OH",36.14,"Merchandise"
10/07/2019,10/07/2019,"PRIME VIDEO*9C4KZ9AK3 888-802-3080 WA2MCO20ZUWA1",1.99,"Merchandise"
10/08/2019,10/08/2019,"ALDI 46051 OVERLAND PAR KS",72.85,"Supermarkets"
10/08/2019,10/08/2019,"DSW. 866-379-7463 OHDSW.",32.82,"Merchandise"
10/08/2019,10/08/2019,"GOODWILL OVERLAND PARK OVERLAND PARKKS",10.00,"Merchandise"
10/08/2019,10/08/2019,"OLD NAVY ON-LINE GROVEPORT OH",5.91,"Merchandise"
10/08/2019,10/08/2019,"WHLBRGRS OLATHE 1930 OLATHE KS",16.56,"Restaurants"
10/09/2019,10/09/2019,"0610 AMC STUDIO 28 - KC OLATHE KS",25.44,"Restaurants"
10/09/2019,10/09/2019,"AMAZON PRIME AMZN.COM/BILLWA2JPYF8NX9FN",12.99,"Merchandise"
10/09/2019,10/09/2019,"CHIPOTLE 0336 OVERLAND PARKKS",7.58,"Restaurants"
10/09/2019,10/09/2019,"J CREW FACTORY.COM 212-209-2500 VA",23.52,"Merchandise"
10/09/2019,10/09/2019,"TARGET.COM * 800-591-3869 MN",33.73,"Merchandise"
10/10/2019,10/10/2019,"DAIRY QUEEN #11581 OLATHE KS",8.30,"Restaurants"
10/10/2019,10/10/2019,"GAP OUTLET.COM 2679 GROVEPORT OH",92.58,"Merchandise"
10/10/2019,10/10/2019,"OLD NAVY ON-LINE GROVEPORT OH",122.44,"Merchandise"
10/11/2019,10/11/2019,"H&M0301 OVERLAND PARKKS",24.09,"Merchandise"
10/11/2019,10/11/2019,"PANERA BREAD #202360 P OVERLAND PARKKS01171R",19.43,"Restaurants"
10/11/2019,10/13/2019,"NORDSTROM #0230 OVERLAND PARKKS",-84.28,"Payments and Credits"
10/11/2019,10/13/2019,"TARGET OVERLAND PARKKS",-8.81,"Payments and Credits"
10/11/2019,10/14/2019,"OLD NAVY ON-LINE 800-OLDNAVY OH",-1.21,"Payments and Credits"
10/12/2019,10/12/2019,"ARBOR CREEK ACE HDWE OLATHE KS",42.68,"Home Improvement"
10/12/2019,10/12/2019,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
10/13/2019,10/13/2019,"HY-VEE OLATHE 1463 OLATHE KS",21.85,"Supermarkets"
10/13/2019,10/13/2019,"INTERNET PAYMENT - THANK YOU",-1465.18,"Payments and Credits"
10/13/2019,10/13/2019,"LOWE'S OF OLATHE, KS OLATHE KS",5.45,"Home Improvement"
10/13/2019,10/13/2019,"LOWE'S OF OLATHE, KS OLATHE KS",55.79,"Home Improvement"
10/13/2019,10/13/2019,"SAWASDEE THAI CUISINE OVERLAND PARKKS",14.00,"Restaurants"
10/13/2019,10/13/2019,"TOP CELLAR SELECT OVERLAND PARKKS",11.87,"Merchandise"
10/13/2019,10/13/2019,"TRAVEL CLEAN 100 OVERLAND PARKKS",8.75,"Automotive"
10/13/2019,10/13/2019,"WALMART GROCERY 800-966-6546 AR",52.48,"Supermarkets"
10/14/2019,10/14/2019,"ALDI 46095 OLATHE KSCASHOVER $ 40.00 PURCHASES $ 79.21",119.21,"Supermarkets"
10/14/2019,10/14/2019,"CHEWY.COM 800-672-4399 FLPMT-182371070",66.33,"Merchandise"
10/14/2019,10/14/2019,"PRIME VIDEO*VN28A23W3 888-802-3080 WA6LD15ZSM2NR",1.99,"Merchandise"
10/14/2019,10/14/2019,"REDBOX *DVD RENTAL 866-733-2693 IL89896510AM6J4EH2",6.57,"Travel/ Entertainment"
10/15/2019,10/15/2019,"EB THE POLAR EXPRESST 801-413-7200 CA",486.66,"Services"
10/15/2019,10/15/2019,"QT 206 OLATHE KS",37.54,"Gasoline"
10/15/2019,10/15/2019,"SMITTYS WINE AND SPIRITS OVERLAND PARKKS",15.11,"Merchandise"
10/15/2019,10/15/2019,"TARGET.COM * 800-591-3869 MN",34.39,"Merchandise"
10/15/2019,10/17/2019,"DICK'SSPORTINGGOODS.COM 877-846-9997 PADICK'SSPORTINGGOODS.COM",21.88,"Merchandise"
10/16/2019,10/17/2019,"AUDIBLE US*9856A62G3 888-283-5051 NJOVOQY7P8AP4",14.95,"Merchandise"
10/16/2019,10/17/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",6.45,"Restaurants"
10/17/2019,10/17/2019,"ALDI 46051 OVERLAND PAR KS",51.55,"Supermarkets"
10/17/2019,10/17/2019,"HOMEGOODS #0567 KANSAS CITY MO",16.41,"Merchandise"
10/17/2019,10/17/2019,"OFF BROADWAY SHOES #5052 KANSAS CITY MO",93.14,"Merchandise"
10/17/2019,10/17/2019,"OLD NAVY US 3504 KANSAS CITY MO01790R",20.27,"Merchandise"
10/17/2019,10/17/2019,"TRADER JOE'S #720 QPS KANSAS CITY MO",108.80,"Supermarkets"
10/17/2019,10/17/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.62,"Restaurants"
10/17/2019,10/20/2019,"OLD NAVY ON-LINE 800-OLDNAVY OH",-20.34,"Payments and Credits"
10/17/2019,10/20/2019,"OLD NAVY US 3504 KANSAS CITY MO000009",-9.31,"Payments and Credits"
10/18/2019,10/18/2019,"CASEYS OLATHE OLATHE KS",43.93,"Gasoline"
10/18/2019,10/18/2019,"TOP CELLAR SELECT OVERLAND PARKKS",15.11,"Merchandise"
10/18/2019,10/18/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",5.58,"Restaurants"
10/19/2019,10/19/2019,"DSW. 866-379-7463 OHDSW.",33.61,"Merchandise"
10/19/2019,10/19/2019,"JASON'S DELI OVERLAND PARKKS01933R",25.05,"Restaurants"
10/19/2019,10/19/2019,"SONIC DRIVE IN #3469 OLATHE KS",7.31,"Restaurants"
10/20/2019,10/20/2019,"HY-VEE OLATHE 1463 OLATHE KS",5.45,"Supermarkets"
10/20/2019,10/20/2019,"HY-VEE OLATHE 1463 OLATHE KS",16.40,"Supermarkets"
10/20/2019,10/20/2019,"ULTA#1284 OLATHE KS",38.21,"Merchandise"
10/21/2019,10/21/2019,"DSW. 866-379-7463 OHDSW.",84.04,"Merchandise"
10/21/2019,10/21/2019,"MPIX 620-231-8050 KS",89.27,"Services"
10/22/2019,10/22/2019,"3ACOMPANYKITCHEN 877-280 TROY MI",1.63,"Restaurants"
10/22/2019,10/22/2019,"AMZN MKTP US*BS21Y7EO3 AMZN.COM/BILLWA2EY3542V603",32.01,"Merchandise"
10/22/2019,10/22/2019,"AMZN MKTP US*SX62070I3 AMZN.COM/BILLWA76ZBBRKPSLM",18.41,"Merchandise"
10/22/2019,10/22/2019,"HY-VEE OLATHE 1463 OLATHE KS",48.13,"Supermarkets"
10/22/2019,10/22/2019,"PRIME VIDEO*3O3ZY4793 888-802-3080 WA3R6CF87LQJK",1.99,"Merchandise"
10/23/2019,10/23/2019,"ALDI 46095 OLATHE KS",76.77,"Supermarkets"
10/23/2019,10/23/2019,"TARGET OLATHE KS",53.19,"Supermarkets"
10/24/2019,10/24/2019,"BP#9497686KC PRIME DBA J OVERLAND PARKKS",38.37,"Gasoline"
10/25/2019,10/25/2019,"APL*ITUNES.COM/BILL 866-712-7753 CAMSSD975XYNA0",0.99,"Merchandise"
10/25/2019,10/25/2019,"CYCLONE ANAYA 05 HOUSTON TX",67.27,"Restaurants"
10/25/2019,10/25/2019,"GAP OUTLET.COM 2679 GROVEPORT OH",22.97,"Merchandise"
10/25/2019,10/25/2019,"HY-VEE OLATHE 1463 OLATHE KS",27.31,"Supermarkets"
10/25/2019,10/25/2019,"LENEXA PARKS AND REC LENEXA KS",24.00,"Travel/ Entertainment"
10/25/2019,10/25/2019,"MCDONALD'S F11671 LENEXA KS",9.16,"Restaurants"
10/25/2019,10/25/2019,"PRIME VIDEO*4R5NT13D3 888-802-3080 WA16BBIVT5HTY",1.99,"Merchandise"
10/25/2019,10/25/2019,"QT 206 OLATHE KS",42.53,"Gasoline"
10/25/2019,10/25/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",6.45,"Restaurants"
10/26/2019,10/26/2019,"HY-VEE OLATHE 1463 OLATHE KS",23.42,"Supermarkets"
10/27/2019,10/27/2019,"APL* ITUNES.COM/BILL 866-712-7753 CAMSSD9T9VQ9A0",2.03,"Merchandise"
10/27/2019,10/27/2019,"ARBOR CREEK ACE HDWE OLATHE KS",34.45,"Home Improvement"
10/27/2019,10/27/2019,"LOWE'S OF OLATHE, KS OLATHE KS",2.20,"Home Improvement"
10/27/2019,10/27/2019,"LOWE'S OF OLATHE, KS OLATHE KS",7.63,"Home Improvement"
10/27/2019,10/27/2019,"MINIT MART EG 772 OLATHE KS",5.23,"Gasoline"
10/27/2019,10/27/2019,"PEET'S COFFEE & TEA- 213 KINGWOOD TX",9.43,"Restaurants"
10/28/2019,10/28/2019,"STARBUCKS STORE 13646 OVERLAND PARKKS779027",4.96,"Restaurants"
10/28/2019,10/28/2019,"TRADER JOE'S #723 QPS LEAWOOD KS",71.43,"Supermarkets"
10/28/2019,10/28/2019,"WALGREENS #6112 OLATHE KS",4.70,"Merchandise"
10/28/2019,10/28/2019,"WALMART GROCERY 800-966-6546 AR",65.66,"Supermarkets"
10/29/2019,10/29/2019,"ALDI 46051 OVERLAND PAR KS",14.58,"Supermarkets"
10/29/2019,10/29/2019,"HY-VEE OVERLAND PARK 150 OVERLAND PARKKS",10.91,"Supermarkets"
10/29/2019,10/29/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",30.22,"Merchandise"
10/29/2019,10/29/2019,"MICHAELS STORES 7819 OLATHE KS7819000407571910291054",5.29,"Merchandise"
10/29/2019,10/29/2019,"SMITTYS WINE AND SPIRITS OVERLAND PARKKS",42.11,"Merchandise"
10/29/2019,10/29/2019,"TARGET OLATHE KS",25.99,"Supermarkets"
10/29/2019,10/30/2019,"TARGET OLATHE KS",-7.51,"Payments and Credits"
10/30/2019,10/30/2019,"JOHNNYS TAVERN - 119TH LEAWOOD KS",24.80,"Restaurants"
10/30/2019,10/30/2019,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",15.99,"Services"
10/30/2019,10/30/2019,"PRIME VIDEO*DQ02O5GK3 888-802-3080 WA4CK6XW4HV2T",1.99,"Merchandise"
10/31/2019,10/31/2019,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-47.77,"Awards and Rebate Credits"
10/31/2019,10/31/2019,"HY-VEE OLATHE 1463 OLATHE KS",84.79,"Supermarkets"
10/31/2019,10/31/2019,"INTERNET PAYMENT - THANK YOU",-2365.03,"Payments and Credits"
11/01/2019,11/01/2019,"3ACOMPANYKITCHEN 877-280 TROY MI",3.91,"Restaurants"
11/01/2019,11/01/2019,"CHIPOTLE 0015 OVERLAND PARKKS",7.58,"Restaurants"
11/01/2019,11/01/2019,"IPSY GLAM BAG HELP.IPSY.COMCA0089WHUX",12.00,"Merchandise"
11/01/2019,11/01/2019,"NETFLIX.COM NETFLIX.COM CANETFLIX.COM",15.99,"Services"
11/01/2019,11/01/2019,"NETFLIX.COM NETFLIX.COM CA8014235542",15.99,"Services"
11/02/2019,11/02/2019,"HY-VEE OLATHE 1463 OLATHE KS",12.11,"Supermarkets"
11/02/2019,11/02/2019,"MCDONALD'S F17628 TOPEKA KS",10.24,"Restaurants"
11/02/2019,11/02/2019,"SNAPPY STORE EDWARDSVILLE KS",39.51,"Gasoline"
11/02/2019,11/02/2019,"STARBUCKS CARD EGIFT 877-850-1977 ME44934074425FE44Z",10.00,"Services"
11/03/2019,11/03/2019,"AMAZON WEB SERVICES AWS.AMAZON.COWA3PA73YMTWVV",0.80,"Services"
11/03/2019,11/03/2019,"WAL-MART SC - #0577 OLATHE KS",27.17,"Merchandise"
11/04/2019,11/04/2019,"HOBBY-LOBBY #0075 OLATHE KS",27.08,"Merchandise"
11/04/2019,11/04/2019,"LOWE'S OF OLATHE, KS OLATHE KS",33.60,"Home Improvement"
11/04/2019,11/04/2019,"WALMART GROCERY 800-966-6546 AR",75.87,"Supermarkets"
11/05/2019,11/05/2019,"ALDI 46051 OVERLAND PAR KS",54.12,"Supermarkets"
11/05/2019,11/05/2019,"CASEYS OLATHE OLATHE KS",42.80,"Gasoline"
11/05/2019,11/05/2019,"FRS TAC LLC 800-748-4949 NERC36675521",53.46,"Medical Services"
11/05/2019,11/05/2019,"OLD NAVY ON-LINE GROVEPORT OH",64.10,"Merchandise"
11/05/2019,11/05/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",3.62,"Restaurants"
11/05/2019,11/05/2019,"WALGREENS #6112 OLATHE KS",0.69,"Merchandise"
11/06/2019,11/06/2019,"GARRY GRIBBLES RUNNING S OVERLAND PARKKS",141.83,"Merchandise"
11/06/2019,11/06/2019,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0QO7IVH",1.99,"Merchandise"
11/06/2019,11/06/2019,"OLD NAVY ON-LINE GROVEPORT OH",12.53,"Merchandise"
11/06/2019,11/06/2019,"SQ *JESSIE OLATHE KS0001152921508881258002",162.00,"Services"
11/06/2019,11/06/2019,"TRAVEL CLEAN 100 OVERLAND PARKKS",8.75,"Automotive"
11/06/2019,11/06/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",6.45,"Restaurants"
11/07/2019,11/07/2019,"LAMARS DONUTS KU OVERLAND PARKKS",3.92,"Restaurants"
11/07/2019,11/07/2019,"PRIME VIDEO*YR7FS7Y93 888-802-3080 WA49CK5AJVCVV",1.99,"Merchandise"
11/08/2019,11/08/2019,"AMAZON.COM*R20SV1OC3 AMZN.COM/BILLWA2IXPKZNPKI7",4.92,"Merchandise"
11/08/2019,11/08/2019,"INTERNET PAYMENT - THANK YOU",-1085.74,"Payments and Credits"
11/08/2019,11/08/2019,"LOWE'S OF OLATHE, KS OLATHE KS",40.58,"Home Improvement"
11/08/2019,11/08/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",4.37,"Merchandise"
11/08/2019,11/08/2019,"METCALF DISCOUNT LIQUOR2 OLATHE KS",41.01,"Merchandise"
11/08/2019,11/08/2019,"SMITTYS WINE AND SPIRITS OVERLAND PARKKS",25.91,"Merchandise"
11/08/2019,11/08/2019,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",11.62,"Restaurants"
